series,days,rs_from,rs_to,n,hit,mean,median,n_2021,hit_2021,mean_2021,n_2022,hit_2022,mean_2022,n_2023,hit_2023,mean_2023,n_2024,hit_2024,mean_2024,n_2025,hit_2025,mean_2025,n_2026,hit_2026,mean_2026
roc_63_126_252_w211,20,40,90,736,0.44429347826086957,0.046441056882943435,-0.037285807377500424,79,0.27848101265822783,-0.11033091580539975,217,0.3225806451612903,-0.048471643560587536,198,0.4696969696969697,0.03492059168260623,130,0.5538461538461539,0.16704197517166344,87,0.6091954022988506,0.2410186534716904,25,0.68,0.14990102428050991
roc_63_126_252_w211,20,40,95,265,0.4226415094339623,0.06526282490947295,-0.04643258200927458,32,0.21875,-0.1225798356791349,70,0.3142857142857143,-0.016145541822985415,90,0.4666666666666667,0.06865435750485646,55,0.5636363636363636,0.22129348718176484,17,0.5294117647058824,0.2225583079828464,1,1.0,0.21386606420909948
roc_63_126_252_w211,40,20,85,1270,0.46692913385826773,0.0471101567073351,-0.021572046805262035,124,0.33064516129032256,-0.11464771004242563,308,0.4318181818181818,-0.015620353231271856,341,0.45454545454545453,0.04934487182904253,237,0.4641350210970464,0.05171075496439904,208,0.6201923076923077,0.2354104939192143,52,0.4807692307692308,0.015662528876971848
roc_63_126_252_w211,40,20,90,859,0.4831199068684517,0.08106460899379946,-0.013927213540461725,74,0.3108108108108108,-0.12574877757843086,239,0.39748953974895396,-0.0039035002170884478,230,0.47391304347826085,0.05991606252927505,145,0.5103448275862069,0.13362405968040356,142,0.6690140845070423,0.28987111211641386,29,0.6551724137931034,0.1933628866595108
roc_63_126_252_w211,40,20,95,375,0.464,0.08266171104270757,-0.0281918731863946,39,0.28205128205128205,-0.1512489325406834,98,0.3469387755102041,-0.00991285712078641,127,0.48031496062992124,0.08418022529443606,73,0.5616438356164384,0.19049433166569538,33,0.7272727272727273,0.3848099828491625,5,0.6,0.11452114998551147
roc_63_126_252_w211,40,30,85,1925,0.4722077922077922,0.03914697352408547,-0.013922518096398218,208,0.3317307692307692,-0.08847528491335127,476,0.4726890756302521,-0.005416730519071868,490,0.4306122448979592,0.028378207069512645,363,0.465564738292011,0.05838325846227037,306,0.630718954248366,0.19568453013447945,82,0.5121951219512195,0.01767526326330342
roc_63_126_252_w211,40,30,90,1241,0.47058823529411764,0.06298394824159843,-0.016744720686939107,142,0.28169014084507044,-0.09763965779874877,326,0.39570552147239263,-0.012912169176818748,306,0.45751633986928103,0.04414992669394117,219,0.502283105022831,0.104006714318892,200,0.665,0.26102742774500287,48,0.6666666666666666,0.15825015128854425
roc_63_126_252_w211,40,30,95,516,0.46124031007751937,0.07088490505454384,-0.028989406395213524,64,0.28125,-0.10850156104267837,141,0.3829787234042553,0.002699246440840221,157,0.5031847133757962,0.0715975399467039,96,0.5104166666666666,0.16719943034685514,52,0.6730769230769231,0.30391108500927205,6,0.5,0.007463610217469811
roc_63_126_252_w211,40,40,85,2769,0.47815095702419647,0.03075253175399523,-0.01097250880759848,319,0.3730407523510972,-0.06955144543465124,715,0.4825174825174825,-0.005066332014286814,672,0.4523809523809524,0.02001754670506216,514,0.4669260700389105,0.045804313719224686,432,0.5925925925925926,0.14595870439053513,117,0.5128205128205128,0.09304675489881115
roc_63_126_252_w211,40,40,90,1682,0.47384066587395957,0.051916614107452706,-0.014450074971923355,212,0.28773584905660377,-0.0825051020275612,471,0.4394904458598726,-0.005548690058537675,407,0.44717444717444715,0.02769395118080222,268,0.5149253731343284,0.09351971344386527,257,0.6536964980544747,0.2274784817321318,67,0.6119402985074627,0.18562877035553085
roc_63_126_252_w211,40,40,95,651,0.5053763440860215,0.08358014707413913,0.003107516781941433,87,0.367816091954023,-0.06895984335692991,185,0.4486486486486487,0.015234684814348164,182,0.510989010989011,0.07838331387935152,122,0.5491803278688525,0.1434737501031645,66,0.7272727272727273,0.3162462031405024,9,0.6666666666666666,0.5494176163963416
roc_63_126_252_w122,10,20,85,87,0.6091954022988506,0.23965359099653394,0.04906015244036377,13,0.15384615384615385,-0.2043586070977687,12,0.5,0.11181218480458698,27,0.7037037037037037,0.28683821185092284,24,0.7083333333333334,0.45402191549959525,10,0.8,0.3309754335140106,1,1.0,0.21386606420909948
roc_63_126_252_w122,10,20,90,51,0.7058823529411765,0.46648786126023334,0.19869225262111567,6,0.0,-0.2648532148485375,3,0.6666666666666666,0.27964983776445657,18,0.7777777777777778,0.42558020813088254,19,0.8421052631578947,0.6969879013455845,4,0.75,0.855992690984666,1,1.0,0.21386606420909948
roc_63_126_252_w122,10,20,95,20,0.7,0.46010564218130307,0.20395474487797027,1,0.0,-0.0665272162452486,2,0.5,0.4051947454521636,5,0.8,0.22068868189037388,10,0.7,0.6595337053970243,1,1.0,0.503549048513336,1,1.0,0.2559210570315358
